Concurso	Bola1	Bola2	Bola3	Bola4	Bola5
5446	9	24	63	64	72
5447	33	61	70	77	79
5448	2	31	55	59	76
5449	18	20	43	70	76
5450	3	7	30	46	76
5451	18	33	36	68	71
5452	12	29	34	52	76
5453	2	14	20	57	79
5454	12	47	64	70	71
5455	7	26	59	60	66
5456	5	57	58	65	80
5457	1	16	24	48	64
5458	5	11	44	60	80
5459	22	31	37	53	71
5460	21	27	37	48	61
5461	26	31	53	65	72
5462	36	53	54	55	68
5463	10	24	28	52	79
5464	8	14	49	70	72
5465	26	29	47	68	80
5466	1	13	15	56	61
5467	22	23	25	34	56
5468	15	21	38	43	59
5469	10	14	29	63	72
5470	5	62	66	68	75
5471	7	27	35	39	49
5472	4	29	35	46	47
5473	13	41	44	70	71
5474	20	33	41	46	67
5475	23	37	42	46	79
5476	10	16	45	63	75
5477	6	12	13	14	76
5478	28	33	35	74	79
5479	28	33	41	69	74
5480	13	34	55	57	59
5481	42	52	62	73	74
5482	25	27	40	63	70
5483	1	2	54	57	79
5484	13	32	39	52	59
5485	12	38	49	53	77
5486	4	26	29	53	57
5487	25	31	51	60	71
5488	23	30	57	65	66
5489	5	40	59	63	79
5490	3	18	27	31	43
5491	4	7	19	55	69
5492	14	27	36	39	47
5493	48	53	60	66	77
5494	3	12	29	38	52
5495	7	11	23	65	70
5496	4	17	54	66	80
5497	46	58	69	79	80
5498	25	46	47	49	66
5499	6	22	33	53	67
5500	3	19	34	45	79
5501	16	20	25	26	58
5502	29	45	50	68	72
5503	19	23	60	70	80
5504	45	48	71	73	75
5505	2	18	39	44	55
5506	23	27	54	59	60
5507	11	13	24	54	71
5508	20	29	42	58	71
5509	11	47	58	67	73
5510	8	18	32	62	80
5511	12	23	24	37	63
5512	11	20	22	24	34
5513	2	6	9	45	64
5514	9	16	46	49	70
5515	28	40	45	46	54
5516	2	29	63	72	77
5517	17	20	21	65	77
5518	9	17	26	49	50
5519	7	8	12	19	59
5520	21	37	42	53	61
5521	13	21	31	48	77
5522	26	29	61	69	74
5523	12	20	52	71	72
5524	9	34	42	54	64
5525	29	42	53	58	80
5526	12	37	50	67	75
5527	11	14	22	33	80
5528	2	4	22	50	61
5529	19	28	41	69	78
5530	4	19	20	53	69
5531	4	7	13	30	41
5532	12	16	19	20	68
5533	45	46	51	53	73
5534	17	32	41	58	69
5535	4	9	63	71	78
5536	1	4	7	13	78
5537	9	26	28	32	41
5538	33	36	37	47	69
5539	7	9	34	66	78
5540	13	24	30	33	43
5541	15	20	28	38	54
5542	9	10	15	63	69
5543	12	32	68	73	75
5544	39	43	44	56	70
5545	28	30	37	64	76
5546	42	55	56	62	80
5547	4	16	20	32	61
5548	35	50	66	67	77
5549	6	24	53	73	76
5550	23	24	26	31	44
5551	7	12	21	58	74
5552	1	15	33	53	70
5553	5	31	63	64	78
5554	9	13	66	72	74
5555	12	18	67	68	71
5556	25	31	34	39	65
5557	10	28	39	44	62
5558	11	20	22	34	44
5559	2	21	34	52	72
5560	32	55	56	62	63
5561	25	40	61	69	78
5562	11	13	31	51	69
5563	21	27	42	57	71
5564	37	52	59	72	79
5565	5	23	38	56	75
5566	37	45	58	59	72
5567	10	14	27	58	60
5568	10	52	54	57	63
5569	11	38	54	63	67
5570	5	11	17	27	53
5571	29	63	69	75	78
5572	12	14	35	39	56
5573	14	34	38	46	59
5574	3	15	21	36	68
5575	17	35	41	71	76
5576	9	16	37	45	77
5577	25	40	45	59	76
5578	2	17	34	37	68
5579	8	9	57	75	78
5580	1	20	51	67	78
5581	10	27	40	46	74
5582	4	22	32	64	74
5583	17	37	38	51	56
5584	7	10	35	67	78
5585	14	23	44	58	63
5586	25	26	30	70	75
5587	3	50	52	53	74
5588	8	48	50	58	60
5589	10	19	28	29	73
5590	25	28	36	60	61
5591	26	33	68	74	79
5592	12	30	47	48	74
5593	10	43	46	59	70
5594	44	54	56	73	80
5595	28	43	61	63	67
5596	3	21	42	64	73
5597	20	32	38	56	65
5598	12	47	60	69	77
5599	14	25	49	73	77
5600	18	19	38	49	74
5601	1	10	20	24	46
5602	3	18	31	37	65
5603	28	33	44	60	61
5604	16	28	36	65	74
5605	5	31	33	46	55
5606	2	11	32	65	77
5607	10	28	29	64	68
5608	6	11	15	55	79
5609	5	21	31	35	60
5610	39	43	61	64	75
5611	14	16	42	63	68
5612	3	42	68	70	75
5613	51	58	64	68	74
5614	6	42	73	75	80
5615	14	16	23	27	62
5616	13	42	49	61	77
5617	1	12	20	25	47
5618	13	25	27	34	41
5619	25	45	54	57	70
5620	41	47	50	69	80
5621	15	41	49	56	61
5622	3	30	56	62	74
5623	12	35	56	64	69
5624	18	22	36	51	53
5625	5	21	45	47	77
5626	3	22	37	72	76
5627	17	18	24	36	51
5628	25	35	52	76	80
5629	10	11	42	44	64
5630	7	9	20	23	76
5631	22	26	32	42	45
5632	4	16	32	41	69
5633	15	23	28	39	56
5634	21	31	35	60	63
5635	64	66	70	73	74
5636	4	51	53	61	80
5637	2	19	33	42	80
5638	5	6	7	20	52
5639	42	56	57	66	77
5640	26	30	33	49	79
5641	13	31	57	62	74
5642	5	7	27	29	35
5643	2	4	11	15	41
5644	29	42	58	66	78
5645	28	33	40	74	79
5646	23	26	33	73	79
5647	6	18	34	35	57
5648	5	13	31	41	42
5649	18	26	38	55	76
5650	4	15	44	52	62
5651	9	37	50	52	64
5652	16	43	49	52	73
5653	18	21	46	49	54
5654	30	40	42	68	70
5655	1	28	31	68	78
5656	30	31	41	44	60
5657	22	27	48	54	76
5658	28	32	34	37	66
5659	20	30	39	45	73
5660	5	26	40	52	67
5661	10	13	30	57	66
5662	22	34	51	68	74
5663	23	36	42	55	74
5664	8	12	60	70	74
5665	37	43	49	61	66
5666	4	25	28	37	70
5667	9	21	54	67	71
5668	2	3	21	36	77
5669	11	40	58	71	78
5670	10	36	39	43	52
5671	33	36	38	40	76
5672	4	22	59	69	75
5673	24	28	31	53	59
5674	15	37	39	67	73
5675	23	48	50	52	67
5676	14	19	35	36	64
5677	13	17	64	67	75
5678	9	25	40	52	68
5679	8	17	34	42	67
5680	8	10	19	47	73
5681	27	42	46	47	62
5682	9	30	33	41	50
5683	2	21	24	28	56
5684	5	23	31	32	63
5685	8	16	44	72	77
5686	5	28	34	43	56
5687	4	17	31	52	72
5688	5	32	46	65	69
5689	11	43	45	49	56
5690	15	28	41	44	60
5691	26	59	60	61	73
5692	24	46	49	64	76
5693	6	41	67	69	70
5694	9	12	25	35	63
5695	2	24	25	33	44
5696	1	51	52	62	80
5697	4	17	33	37	60
5698	16	39	43	45	77
5699	10	15	22	74	78
5700	8	32	40	49	55
5701	4	8	26	44	46
5702	7	10	15	33	69
5703	9	30	38	39	54
5704	9	16	54	63	64
5705	8	33	47	53	61
5706	6	9	24	31	74
5707	25	35	53	69	78
5708	2	4	33	52	65
5709	17	44	49	50	65
5710	8	22	45	53	71
5711	6	14	26	33	70
5712	16	19	36	54	59
5713	11	21	25	47	72
5714	26	32	39	60	76
5715	25	37	44	51	60
5716	6	26	72	76	77
5717	28	35	45	64	72
5718	6	20	56	57	62
5719	12	23	59	60	72
5720	4	6	15	40	44
5721	14	32	36	45	50
5722	14	40	51	56	57
5723	7	30	47	54	64
5724	22	35	45	48	76
5725	1	28	55	57	61
5726	19	51	57	67	77
5727	6	11	17	41	57
5728	30	43	54	76	77
5729	32	38	42	44	46
5730	13	56	59	61	63
5731	29	45	56	60	77
5732	34	51	56	65	71
5733	4	12	24	30	56
5734	26	27	29	74	77
5735	1	3	6	64	65
5736	3	7	29	51	55
5737	15	36	40	53	58
5738	5	18	26	46	65
5739	36	55	58	66	71
5740	19	24	32	35	72
5741	7	50	52	73	78
5742	8	11	19	41	73
5743	9	49	51	54	71
5744	28	37	51	59	72
5745	2	9	47	51	77
5746	8	16	28	56	59
5747	22	35	38	53	71
5748	4	7	16	43	79
5749	25	32	38	52	73
5750	6	33	49	52	54
5751	4	22	46	71	78
5752	9	22	66	78	80
5753	15	26	28	45	64
5754	10	17	41	60	66
5755	8	14	35	44	53
5756	36	51	55	66	76
5757	1	15	23	50	53
5758	5	38	41	52	59
5759	11	15	42	73	74
5760	31	45	52	71	77
5761	28	31	38	68	77
5762	23	37	58	67	69
5763	5	12	38	42	78
5764	28	30	63	70	76
5765	13	38	44	68	78
5766	6	47	48	58	64
5767	7	14	27	40	73
5768	9	15	66	71	78
5769	15	16	20	31	55
5770	26	27	29	40	76
5771	6	12	24	32	69
5772	30	49	61	75	79
5773	6	17	48	52	76
5774	11	19	30	32	39
5775	2	44	58	66	70
5776	11	21	46	72	80
5777	26	51	60	69	71
5778	5	39	56	75	78
5779	10	12	25	42	74
5780	5	30	52	62	75
5781	10	30	33	48	52
5782	5	27	32	43	69
5783	11	12	40	59	60
5784	9	37	53	57	80
5785	4	34	36	48	80
5786	4	26	36	56	60
5787	9	11	39	40	55
5788	3	12	26	35	36
5789	17	49	51	62	79
5790	26	27	37	41	42
5791	21	30	54	58	65
5792	12	38	39	50	77
5793	13	22	51	66	72
5794	14	23	40	52	62
5795	7	13	17	59	79
5796	1	2	34	40	78
5797	8	28	37	43	79
5798	8	16	36	73	79
5799	8	14	25	70	72
5800	36	38	60	68	71
5801	13	15	30	35	43
5802	6	9	59	69	78
5803	6	7	17	56	71
5804	17	25	34	56	76
5805	3	7	37	63	68
5806	4	27	45	69	71
5807	7	34	42	57	77
5808	7	16	26	37	64
5809	35	37	67	72	80
5810	8	30	54	63	71
5811	29	55	56	63	75
5812	11	18	22	36	59
5813	2	37	58	74	80
5814	8	26	37	57	75
5815	10	18	24	45	77
5816	17	28	57	73	79
5817	5	22	56	65	73
5818	9	12	46	56	58
5819	13	15	44	56	60
5820	26	31	36	71	72
5821	9	15	19	61	63
5822	7	36	54	66	67
5823	4	11	29	31	69
5824	12	16	60	69	70
5825	13	16	53	73	75
5826	9	11	12	38	56
5827	14	20	46	49	50
5828	15	39	44	65	72
5829	3	4	53	55	58
5830	4	26	56	58	79
5831	7	8	37	59	66
5832	1	17	58	63	78
5833	14	45	67	74	79
5834	9	13	23	35	80
5835	1	3	10	21	35
5836	14	34	60	61	64
5837	12	31	72	74	80
5838	9	10	23	33	47
5839	12	13	15	23	50
5840	4	15	39	43	46
5841	1	54	60	73	75
5842	15	22	65	76	80
5843	7	23	30	52	60
5844	34	38	39	58	67
5845	22	51	67	69	70
5846	5	57	59	66	73
5847	17	56	59	75	78
5848	4	22	35	40	54
5849	24	32	44	45	69
5850	10	44	58	59	61
5851	5	27	56	59	71
5852	2	32	41	42	70
5853	37	38	43	44	55
5854	28	35	43	50	59
5855	17	22	24	34	36
5856	12	38	47	56	66
5857	6	14	39	68	72
5858	14	30	38	40	75
5859	31	36	46	53	66
5860	8	34	43	57	66
5861	11	39	44	50	74
5862	28	45	49	61	76
5863	20	23	33	54	60
5864	33	54	65	71	74
5865	11	24	35	62	63
5866	14	16	30	48	63
5867	5	11	62	67	78
5868	9	12	42	54	62
5869	51	56	62	69	74
5870	9	19	63	66	71
5871	2	7	35	62	67
5872	11	20	59	68	79
5873	15	28	29	42	43
5874	16	23	48	59	62
5875	4	37	42	62	72
5876	9	23	34	35	78
5877	3	9	28	57	64
5878	2	15	24	49	60
5879	21	30	62	63	73
5880	46	56	65	69	76
5881	35	36	49	75	80
5882	5	21	45	75	78
5883	12	24	31	71	80
5884	18	42	45	60	77
5885	19	22	42	69	72
5886	11	17	18	57	68
5887	7	30	48	57	72
5888	23	26	41	43	48
5889	4	6	29	58	66
5890	19	27	30	41	66
5891	5	14	26	29	66
5892	7	21	54	75	78
5893	23	24	32	40	72
5894	12	37	47	59	77
5895	11	38	39	44	45
5896	51	56	68	71	74
5897	9	12	21	57	62
5898	7	31	69	72	73
5899	12	17	27	29	31
5900	21	27	37	73	76
5901	16	20	42	51	60
5902	7	48	59	64	74
5903	13	29	65	67	68
5904	2	20	30	32	40
5905	11	20	26	27	64
5906	10	15	51	55	60
5907	28	37	67	73	74
5908	3	6	49	59	70
5909	4	5	17	74	77
5910	3	25	50	56	78
5911	7	17	39	59	61
5912	19	23	40	53	74
5913	11	27	33	70	73
5914	20	46	53	61	73
5915	7	17	20	21	58
5916	3	12	14	38	56
5917	4	27	28	32	54
5918	11	42	44	51	70
5919	1	6	29	30	74
5920	26	28	30	43	62
5921	7	30	34	42	69
5922	7	25	35	54	60
5923	1	16	36	54	58
5924	25	46	49	73	77
5925	14	36	42	47	67
5926	6	19	20	26	34
5927	6	39	55	58	69
5928	54	62	66	74	75
5929	5	38	42	52	72
5930	17	20	21	46	80
5931	21	23	24	43	54
5932	10	24	30	40	70
5933	9	33	37	54	68
5934	34	50	54	58	62
5935	2	4	32	34	53
5936	10	13	16	28	47
5937	30	43	48	52	71
5938	24	46	47	64	78
5939	6	32	34	51	60
5940	20	22	42	55	57
5941	10	12	48	54	65
5942	7	14	50	54	61
5943	8	13	27	29	67
5944	18	30	31	46	73
5945	2	22	23	37	58
5946	7	23	26	54	80
5947	8	12	26	64	74
5948	12	23	52	75	76
5949	6	38	43	48	55
5950	8	15	16	49	77
5951	7	21	33	47	68
5952	26	42	44	74	75
5953	1	10	27	72	77
5954	13	42	49	60	71
5955	5	14	32	49	79
5956	7	25	28	50	62
5957	39	40	45	63	74
5958	1	11	14	35	69
5959	6	13	24	31	48
5960	6	11	57	73	78
5961	8	9	27	76	77
5962	11	17	24	32	49
5963	4	5	18	64	74
5964	7	12	36	67	72
5965	3	20	34	53	60
5966	2	20	24	29	49
5967	15	36	51	55	67
5968	25	35	51	55	65
5969	3	5	19	70	75
5970	13	20	29	38	77
5971	25	39	45	61	63
5972	2	3	16	26	62
5973	22	50	52	64	75
5974	5	27	35	37	48
5975	18	20	39	57	68
5976	8	38	54	61	67
5977	28	30	41	52	73
5978	13	45	47	48	75
5979	12	26	43	46	66
5980	13	15	19	33	40
5981	8	21	54	60	76
5982	11	16	37	59	66
5983	21	25	28	35	48
5984	32	35	37	65	66
5985	5	24	40	55	73
5986	8	46	53	59	77
5987	17	28	63	65	68
5988	44	53	55	61	64
5989	4	21	23	29	79
5990	17	20	57	66	74
5991	2	11	34	36	53
5992	13	14	29	53	56
5993	15	23	41	47	67
5994	1	8	32	58	63
5995	3	19	33	58	80
5996	26	28	33	63	71
5997	6	8	13	34	50
5998	9	12	39	66	71
5999	24	30	33	60	69
6000	20	24	36	45	46
6001	3	15	20	57	58
6002	1	2	40	51	64
6003	13	24	36	38	54
6004	4	15	17	24	38
6005	43	47	55	72	80
6006	6	15	23	25	60
6007	45	49	52	54	66
6008	17	19	21	31	57
6009	2	34	37	61	74
6010	5	51	72	73	80
6011	31	46	55	57	66
6012	20	23	29	39	54
6013	5	17	34	62	69
6014	4	11	19	22	53
6015	6	8	15	20	24
6016	12	17	18	26	27
6017	14	16	18	28	35
6018	38	47	54	57	78
6019	21	30	68	74	79
6020	3	21	26	49	57
6021	5	8	10	55	80
6022	18	34	43	60	65
6023	2	13	40	43	70
6024	14	34	47	48	60
6025	16	35	48	52	66
6026	11	16	58	68	77
6027	28	30	56	70	75
6028	13	19	42	58	64
6029	5	7	23	75	79
6030	12	29	34	55	78
6031	42	55	69	73	78
6032	3	19	25	35	80
6033	4	13	16	17	24
6034	4	12	30	45	55
6035	33	50	57	75	77
6036	6	16	18	22	75
6037	3	28	34	37	46
6038	32	41	50	61	64
6039	14	24	38	69	78
6040	29	32	35	69	78
6041	4	7	50	56	66
6042	17	27	29	36	61
6043	1	20	50	63	68
6044	3	19	26	43	74
6045	5	6	25	26	34
6046	1	40	69	73	76
6047	16	17	24	44	65
6048	1	2	18	50	63
6049	7	44	49	57	75
6050	9	39	56	59	76
6051	1	7	49	59	61
6052	3	12	36	42	77
6053	35	42	44	70	76
6054	11	16	59	74	75
6055	2	4	35	45	79
6056	15	40	45	56	63
6057	14	25	28	46	52
6058	11	41	47	59	77
6059	4	14	21	33	39
6060	24	36	45	64	76
6061	22	29	30	47	74
6062	24	29	40	68	76
6063	7	15	16	61	62
6064	10	16	22	69	76
6065	2	20	29	33	46
6066	24	41	47	76	78
6067	11	25	26	59	68
6068	18	21	64	66	80
6069	20	42	43	49	57
6070	24	28	43	65	73
6071	18	22	38	64	65
6072	34	41	44	54	66
6073	9	12	23	37	44
6074	7	22	38	51	79
6075	8	26	37	57	70
6076	4	21	33	45	46
6077	1	4	5	35	40
6078	7	22	52	63	65
6079	11	39	60	70	75
6080	5	20	36	42	46
6081	2	4	21	37	63
6082	8	10	31	62	71
6083	28	32	55	60	63
6084	7	17	38	64	71
6085	13	24	44	57	66
6086	29	33	47	59	70
6087	8	23	27	37	67
6088	4	31	34	36	63
6089	5	16	19	62	79
6090	7	29	41	61	69
6091	51	62	70	76	78
6092	30	32	65	66	73
6093	2	6	60	66	74
6094	15	22	31	36	68
6095	20	35	38	42	71
6096	5	24	26	37	75
6097	22	38	61	78	79
6098	3	8	40	43	67
6099	4	13	29	57	72
6100	2	25	48	59	75
6101	36	45	61	76	79
6102	9	24	26	44	62
6103	8	36	43	60	69
6104	1	27	41	69	76
6105	16	19	40	51	72
6106	21	33	49	55	80
6107	15	27	29	33	60
6108	5	8	19	56	60
6109	8	12	33	47	65
6110	25	27	49	54	75
6111	1	26	48	55	63
6112	16	23	50	71	73
6113	7	13	14	30	57
6114	13	24	38	54	78
6115	2	17	59	62	80
6116	21	42	43	48	64
6117	24	62	71	78	80
6118	8	30	38	40	80
6119	14	29	38	61	70
6120	29	44	62	74	80
6121	12	23	49	50	59
6122	14	31	47	49	60
6123	10	14	54	61	63
6124	22	30	31	33	45
6125	7	21	24	45	71
6126	3	23	24	60	79
6127	1	19	20	58	68
6128	17	43	66	71	75
6129	24	41	55	62	70
6130	49	54	56	58	80
6131	5	26	37	53	63
6132	5	9	14	32	55
6133	17	48	52	69	71
6134	1	9	12	68	77
6135	7	13	27	48	62
6136	2	6	12	30	51
6137	16	40	56	79	80
6138	3	8	31	44	55
6139	12	20	50	52	69
6140	23	28	42	65	77
6141	4	22	24	32	45
6142	2	9	32	64	79
6143	10	39	63	67	70
6144	5	10	42	78	80
6145	10	23	52	55	71
6146	13	20	44	56	57
6147	2	16	60	64	79
6148	27	40	46	54	65
6149	33	51	56	73	74
6150	19	20	30	51	58
6151	10	23	33	54	78
6152	18	21	30	33	77
6153	22	24	41	57	70
6154	3	18	42	48	71
6155	9	18	43	71	74
6156	32	41	62	69	79
6157	2	25	35	37	53
6158	1	12	20	21	29
6159	11	14	18	52	57
6160	26	49	64	65	67
6161	5	14	16	24	76
6162	19	25	29	45	79
6163	26	46	73	76	80
6164	18	25	26	68	73
6165	16	22	30	45	49
6166	22	49	66	72	78
6167	6	18	26	65	77
6168	2	26	42	50	69
6169	1	20	31	46	58
6170	32	50	56	65	70
6171	19	33	52	61	78
6172	12	13	45	47	70
6173	17	57	59	61	76
6174	23	30	46	51	56
6175	16	54	73	75	79
6176	9	12	47	56	57
6177	23	25	32	36	38
6178	3	15	40	69	78
6179	6	23	26	31	66
6180	8	24	51	60	70
6181	14	18	30	51	60
6182	25	41	44	53	61
6183	25	32	34	37	68
6184	1	9	27	53	77
6185	11	17	51	61	77
6186	29	39	43	73	76
6187	3	37	41	53	63
6188	16	17	44	47	57
6189	21	26	36	42	63
6190	7	21	39	49	78
6191	10	60	63	64	78
6192	27	59	60	63	71
6193	29	42	49	71	73
6194	26	36	38	47	52
6195	8	20	21	42	57
6196	14	16	24	37	72
6197	26	47	69	72	78
6198	5	11	12	42	53
6199	15	36	56	61	68
6200	14	17	34	49	77
6201	21	32	37	38	49
6202	25	37	46	67	73
6203	1	14	46	63	75
6204	28	53	57	61	80
6205	8	9	18	25	67
6206	26	27	53	72	77
6207	17	22	54	57	59
6208	8	35	47	54	79
6209	9	46	47	49	64
6210	14	21	44	53	59
6211	1	10	16	23	34
6212	32	35	38	55	78
6213	12	26	59	70	80
6214	9	35	39	59	61
6215	14	52	54	58	73
6216	39	41	44	53	62
6217	12	25	32	67	79
6218	37	49	56	61	68
6219	16	17	47	71	75
6220	17	27	34	46	56
6221	1	17	26	27	47
6222	20	29	31	40	79
6223	6	30	32	44	75
6224	4	23	47	52	66
6225	6	44	49	52	60
6226	4	6	27	60	62
6227	2	13	27	36	68
6228	13	21	24	60	79
6229	5	6	28	39	55
6230	19	51	55	70	72
6231	22	23	40	62	70
6232	4	6	40	62	77
6233	5	31	43	45	59
6234	19	23	48	57	69
6235	9	52	54	57	69
6236	14	19	44	57	59
6237	8	34	45	51	66
6238	6	20	31	39	59
6239	2	6	10	26	47
6240	11	16	37	61	62
6241	7	21	27	33	71
6242	8	29	40	46	74
6243	3	24	37	63	74
6244	1	9	18	40	76
6245	34	37	48	55	57
6246	35	48	49	57	71
6247	8	12	17	24	43
6248	8	12	16	20	64
6249	2	39	47	50	62
6250	1	45	53	77	78
6251	5	36	55	69	76
6252	3	8	30	55	61
6253	14	16	40	45	51
6254	16	60	64	71	73
6255	20	42	43	47	60
6256	26	29	40	53	60
6257	31	42	45	71	80
6258	37	42	61	66	77
6259	4	8	13	26	39
6260	39	40	48	56	67
6261	15	45	47	58	59
6262	29	51	56	69	76
6263	3	14	23	25	52
6264	10	40	52	61	69
6265	44	52	63	71	77
6266	16	38	64	68	77
6267	26	27	34	36	60
6268	20	31	35	59	71
6269	11	35	46	55	77
6270	5	24	26	51	54
6271	2	43	52	59	74
6272	2	3	27	35	43
6273	48	52	53	67	78
6274	29	37	45	53	60
6275	2	21	36	44	51
6276	1	14	30	62	69
6277	22	26	42	47	79
6278	29	33	59	66	77
6279	6	22	62	64	69
6280	6	22	58	64	77
6281	6	41	53	74	77
6282	10	15	21	26	76
6283	7	9	10	57	73
6284	40	48	55	61	66
6285	7	17	50	55	58
6286	11	20	26	38	73
6287	11	37	38	41	77
6288	26	52	56	75	77
6289	10	31	42	54	79
6290	11	15	52	58	78
6291	6	20	22	45	47
6292	5	9	17	30	69
6293	12	20	29	48	59
6294	30	45	58	62	78
6295	16	45	56	69	70
6296	4	5	9	36	46
6297	10	14	33	46	63
6298	12	14	55	59	68
6299	43	53	66	72	73
6300	3	6	9	29	76
6301	19	23	37	57	62
6302	17	40	51	65	71
6303	8	11	44	54	68
6304	27	30	32	51	67
6305	4	16	25	29	49
6306	56	62	66	68	74
6307	4	8	34	59	75
6308	28	30	42	50	78
6309	15	36	39	53	80
6310	8	24	25	34	61
6311	18	44	47	58	76
6312	23	32	37	45	63
6313	30	40	45	57	64
6314	14	50	63	65	70
6315	6	26	27	31	48
6316	35	44	54	70	71
6317	19	29	47	55	75
6318	1	37	45	56	73
6319	15	16	54	55	64
6320	14	28	46	57	73
6321	2	26	27	67	79
6322	17	21	60	61	64
6323	6	15	33	66	71
6324	12	22	38	44	71
6325	4	35	47	52	59
6326	32	35	45	64	65
6327	9	12	14	31	68
6328	9	13	51	68	72
6329	6	15	18	43	61
6330	15	23	29	61	74
6331	40	42	64	76	79
6332	11	19	27	64	77
6333	9	13	48	74	76
6334	9	36	55	59	62
6335	39	44	48	62	64
6336	4	31	45	47	49
6337	25	30	35	41	53
6338	7	10	21	49	75
6339	21	41	46	61	62
6340	18	55	56	65	72
6341	12	16	52	64	69
6342	13	16	25	41	42
6343	4	33	42	50	58
6344	13	15	19	35	79
6345	5	21	23	66	67
6346	13	27	28	42	61
6347	22	29	62	74	75
6348	1	3	7	26	45
6349	38	60	73	78	80
6350	26	28	30	31	44
6351	33	35	39	46	80
6352	5	22	29	54	57
6353	4	35	43	61	74
6354	11	18	33	40	66
6355	1	3	10	22	69
6356	9	18	50	75	77
6357	50	52	54	56	58
6358	4	11	46	48	52
6359	26	39	43	59	80
6360	16	40	43	54	77
6361	16	18	30	36	71
6362	8	35	53	65	70
6363	16	35	58	62	79
6364	3	41	42	51	60
6365	4	19	40	54	73
6366	32	56	67	72	79
6367	2	42	53	72	75
6368	3	26	35	52	72
6369	13	21	39	55	67
6370	6	7	12	23	51
6371	6	36	39	44	45
6372	1	11	37	42	72
6373	2	6	13	62	77
6374	4	13	19	28	53
6375	4	34	44	55	60
6376	3	25	31	37	69
6377	9	21	25	44	62
6378	29	40	56	60	74
6379	24	26	54	56	66
6380	32	44	45	46	50
6381	6	18	22	41	62
6382	20	45	52	69	78
6383	21	50	51	59	80
6384	27	39	52	58	75
6385	7	45	47	53	70
6386	6	34	48	64	80
6387	6	11	34	36	43
6388	15	24	26	56	61
6389	8	16	17	63	75
6390	21	38	52	61	67
6391	23	30	46	59	65
6392	10	25	41	74	80
6393	9	19	20	40	74
6394	39	60	62	63	70
6395	14	27	35	51	78
6396	5	9	26	59	65
6397	24	31	49	54	61
6398	14	18	22	30	33
6399	33	38	41	48	49
6400	6	24	58	69	72
6401	1	5	9	24	32
6402	3	49	66	67	70
6403	17	43	53	55	68
6404	25	47	52	69	76
6405	39	57	60	67	74
6406	20	26	29	31	40
6407	4	7	15	67	70
6408	18	51	52	75	78
6409	24	25	35	44	73
6410	14	51	52	55	70
6411	23	42	48	57	60
6412	1	11	22	36	59
6413	3	26	69	78	79
6414	4	34	35	58	74
6415	40	55	62	78	80
6416	9	26	58	64	76
6417	19	22	49	53	64
6418	16	30	49	68	70
6419	10	24	50	51	79
6420	7	46	63	65	73
6421	1	3	38	63	78
6422	31	38	41	70	79
6423	24	25	32	68	71
6424	4	24	34	39	55
6425	4	7	33	53	66
6426	19	28	34	44	66
6427	14	46	50	59	79
6428	25	31	39	49	76
6429	21	25	65	72	78
6430	18	47	62	72	79
6431	30	51	57	67	70
6432	10	12	24	55	60
6433	4	11	39	63	77
6434	7	21	40	68	74
6435	4	9	48	56	58
6436	17	20	34	44	46
6437	3	15	50	60	76
6438	9	24	44	52	75
6439	3	31	62	64	80
6440	4	15	32	61	73
6441	11	16	22	75	77
6442	26	31	33	50	78
6443	4	30	31	48	72
6444	33	48	58	60	76
6445	43	48	50	52	56
6446	22	43	54	64	69
6447	3	54	57	61	75
6448	5	18	39	41	65
6449	11	12	23	49	57
6450	5	7	31	43	63
6451	12	23	36	51	71
6452	27	38	49	53	68
6453	10	29	32	53	64
6454	16	18	49	57	66
6455	4	21	62	66	68
6456	18	35	59	63	76
6457	10	11	16	67	72
6458	13	22	54	58	62
6459	9	10	13	75	77
6460	37	51	60	61	77
6461	47	49	57	64	69
6462	21	38	60	64	70
6463	11	13	45	60	61
6464	9	24	52	59	77
6465	9	23	53	67	80
6466	32	49	53	58	76
6467	14	27	31	47	68
6468	3	11	15	50	70
6469	17	22	40	42	46
6470	24	49	51	52	66
6471	35	70	72	76	79
6472	1	15	40	42	79
6473	10	11	20	51	54
6474	12	40	55	71	72
6475	1	18	32	65	68
6476	18	23	35	49	75
6477	2	26	45	78	79
6478	24	33	43	66	68
6479	6	10	32	40	67
6480	11	22	40	56	68
6481	19	30	38	51	71
6482	6	55	57	58	59
6483	23	25	39	61	63
6484	5	6	24	40	68
6485	1	12	61	64	68
6486	5	11	23	28	74
6487	12	13	25	46	52
6488	15	21	23	42	67
6489	27	33	44	46	63
6490	2	3	24	27	33
6491	17	28	38	54	57
6492	10	11	14	56	57
6493	3	4	13	70	76
6494	19	38	40	44	58
6495	23	25	29	36	42
6496	31	32	39	45	54
6497	18	24	50	63	78
6498	11	13	22	60	65
6499	31	45	53	59	78
6500	24	26	57	67	69
6501	17	29	37	56	72
6502	3	16	20	62	71
6503	12	49	66	68	70
6504	7	15	34	38	50
6505	36	37	48	52	54
6506	4	11	14	38	78
6507	2	14	21	44	75
6508	29	43	45	72	79
6509	44	48	51	53	70
6510	28	34	36	38	48
6511	3	14	24	60	73
6512	26	27	61	64	80
6513	8	14	19	38	46
6514	18	35	38	48	56
6515	7	11	26	29	75
6516	1	37	39	51	55
6517	3	26	28	49	74
6518	17	21	37	38	51
6519	28	32	37	52	77
